forecast_date,target,actual,abs_err_uv_HLSTM_GRU,abs_err_uv_GRU,abs_err_uv_ANN,abs_err_mv_HLSTM_GRU,abs_err_mv_GRU,abs_err_mv_ANN,abs_err_ensemble_uv,abs_err_ensemble_mv,abs_err_ensemble_all
2026-06-25,PRmsl,100140.0,225.20639999999548,157.41999999999825,121.92630000000644,238.41479999999865,728.4956999999995,120.79780000000028,168.18420000000333,362.569399999993,97.19259999999484
2026-06-25,RH2m,44.0,25.083600000000004,15.4377,7.467199999999998,11.174100000000005,14.4516,15.8153,15.996200000000002,13.813699999999995,14.904899999999998
2026-06-25,TMP2m,34.5,1.7926000000000002,1.1439999999999984,3.4039,2.9056999999999995,3.225100000000001,3.1889000000000003,0.9183999999999984,3.1066000000000003,2.012500000000003
2026-06-26,PRmsl,100220.0,170.69539999999688,104.22509999999602,97.82219999999506,237.1591000000044,719.2630999999965,244.0338000000047,124.24760000000242,400.15200000000186,137.95219999999972
2026-06-26,RH2m,44.0,22.884,13.461799999999997,10.5308,9.1306,11.2945,15.3812,15.625500000000002,11.9354,13.780500000000004
2026-06-26,TMP2m,35.0,2.528799999999997,0.1028999999999982,3.102499999999999,2.3183000000000007,2.888100000000001,3.2918999999999983,0.2254999999999967,2.832799999999999,1.5290999999999997
2026-06-27,PRmsl,100100.0,324.43919999999343,246.99860000000623,234.49749999999767,135.43309999999474,581.0829999999987,142.0862999999954,268.6450999999943,286.200800000006,8.777799999996205
2026-06-27,RH2m,46.0,21.4696,11.705100000000002,9.1558,7.3934,9.454099999999997,14.2971,14.1102,10.381500000000004,12.2459
2026-06-27,TMP2m,35.3,2.076300000000004,0.0212999999999965,3.029599999999995,1.873199999999997,2.458399999999997,3.290099999999996,0.3247999999999962,2.5405999999999977,1.432699999999997
2026-06-28,PRmsl,99830.0,518.4869999999937,463.66479999999865,405.2917000000016,6.711500000004889,414.7320000000036,144.51350000000093,462.4811999999947,92.30999999999769,185.0856000000058
2026-06-28,RH2m,43.0,25.067499999999995,15.5691,12.968200000000005,13.079300000000003,15.475499999999997,19.491300000000003,17.868299999999998,16.0154,16.9418
2026-06-28,TMP2m,36.7,0.2563000000000031,0.9996000000000008,4.028700000000001,4.066800000000001,4.4238,4.976000000000003,1.7615000000000052,4.488900000000001,3.1251999999999995
2026-06-29,PRmsl,99730.0,493.4247000000032,481.5500000000029,395.0097999999998,72.53310000000056,455.99229999999807,248.8874000000069,456.661500000002,93.21270000000368,181.72440000000643
2026-06-29,RH2m,40.0,26.891099999999994,17.031100000000002,16.6197,14.990699999999997,15.406999999999996,20.7648,20.1806,17.0542,18.617400000000004
2026-06-29,TMP2m,37.1,1.3090000000000046,0.7236000000000047,4.221400000000003,3.7924000000000007,4.102499999999999,4.7699,2.084699999999998,4.221600000000002,3.153100000000002
2026-06-30,PRmsl,99810.0,389.6625000000058,383.4744000000064,298.1169999999984,164.52479999999923,584.077099999995,168.09369999999765,357.084600000002,193.50269999999728,81.79090000000724
2026-06-30,RH2m,54.0,12.006600000000006,1.670099999999998,2.3566999999999965,0.309199999999997,0.0514999999999972,6.1910000000000025,5.3444999999999965,2.1495999999999995,3.747
2026-06-30,TMP2m,34.2,0.5350999999999999,2.0819999999999936,1.1400000000000006,0.7546000000000035,0.8393000000000015,1.554000000000002,0.4923999999999964,1.0493000000000023,0.2785000000000011
2026-07-01,PRmsl,100000.0,237.6119999999937,223.8453000000009,186.67799999999988,279.6508000000031,724.6723999999958,32.51240000000689,216.045100000003,345.6119000000035,64.78340000000026
2026-07-01,RH2m,74.0,0.4552000000000049,9.5317,14.131500000000004,11.6916,8.604500000000002,8.0364,8.039500000000004,9.444199999999997,8.741799999999998
2026-07-01,TMP2m,30.2,0.6273000000000017,3.469199999999997,2.0280999999999985,0.8857999999999997,1.552900000000001,1.917600000000004,2.0415000000000028,1.4521000000000015,1.7468000000000004
2026-07-02,PRmsl,100080.0,57.33759999999893,87.08659999999509,28.8524999999936,134.20780000000377,4.622600000002421,9.60689999999886,57.75890000000072,39.992800000007264,48.87579999999434
2026-07-02,RH2m,78.0,4.8703,4.168199999999999,3.0518,5.103099999999998,4.067400000000006,3.2506000000000057,4.0301000000000045,4.1404,4.0852
2026-07-02,TMP2m,28.9,1.3625000000000007,1.2570000000000014,1.0104000000000006,0.6058000000000021,0.0681000000000011,0.736500000000003,1.2100000000000009,0.4701000000000022,0.8401000000000032
2026-07-03,PRmsl,100030.0,19.37239999999292,24.1088000000018,90.53489999999874,38.35469999999623,106.4823999999935,161.12399999999616,28.599499999996624,76.41719999999623,52.50840000000608
2026-07-03,RH2m,71.0,4.615899999999996,4.9118,4.847300000000004,3.921700000000001,4.103200000000001,5.419600000000003,4.791700000000006,4.481499999999997,4.636600000000001
2026-07-03,TMP2m,31.1,2.499500000000001,1.8945000000000007,2.1127,2.322400000000002,2.374600000000001,2.612400000000001,2.1689000000000007,2.4365000000000023,2.302700000000001
2026-07-04,PRmsl,99850.0,183.4354000000021,134.98470000000088,179.56579999999667,94.96050000000103,260.1698999999935,267.565300000002,165.99529999999504,207.56519999999728,186.78029999999853
2026-07-04,RH2m,70.0,1.2519999999999951,0.6727999999999952,0.814700000000002,1.5028999999999968,2.587199999999996,1.7129000000000048,0.9132000000000032,1.9342999999999928,1.4236999999999966
2026-07-04,TMP2m,32.1,1.8845000000000027,1.1401000000000003,1.2493000000000016,1.8275000000000008,1.2879000000000005,1.8703000000000003,1.4246000000000016,1.6619000000000028,1.5432000000000023
2026-07-05,PRmsl,99800.0,110.16019999999844,67.56040000000212,50.43399999999383,8.562799999999697,175.25010000000475,142.9472999999998,76.0515000000014,108.920100000003,92.48579999999492
2026-07-05,RH2m,76.0,4.800600000000003,5.252499999999998,6.394199999999998,4.122299999999996,3.1731999999999942,5.3981,5.482399999999998,4.231200000000001,4.856800000000007
2026-07-05,TMP2m,31.3,0.246500000000001,0.7835000000000001,1.347100000000001,0.2136999999999993,0.5113999999999983,0.0536999999999991,0.2699999999999996,0.2238000000000006,0.2469000000000001
2026-07-06,PRmsl,99820.0,74.77989999999409,46.099499999996624,1.9986000000062631,29.41250000000582,138.70389999999315,64.85910000000149,40.95930000000226,58.05019999999786,49.50479999999516
2026-07-06,RH2m,71.0,4.964799999999997,4.846100000000007,6.185500000000005,6.462999999999994,6.709699999999998,4.094999999999999,5.332099999999997,5.755899999999997,5.543999999999997
2026-07-06,TMP2m,32.1,1.1631999999999998,2.3735,0.5616000000000021,1.8300000000000016,2.036900000000003,1.5706000000000024,1.366100000000003,1.8125,1.5893000000000015
2026-07-07,PRmsl,99800.0,117.3408999999956,76.87579999999434,59.23149999999441,4.063399999999092,165.04150000000664,132.45829999999842,84.48279999999795,97.81209999999555,91.14740000000164
2026-07-07,RH2m,85.0,11.850700000000003,13.458100000000002,13.096699999999998,11.0634,10.2166,12.977199999999996,12.8018,11.4191,12.110399999999998
2026-07-07,TMP2m,29.4,1.5668000000000006,0.7817000000000007,3.2024000000000044,0.9211000000000028,0.9913000000000024,1.547500000000003,1.8503000000000007,1.1533000000000015,1.501800000000003
2026-07-08,PRmsl,99750.0,123.00280000000204,97.87810000000172,74.16300000000047,12.328200000003562,165.1466999999975,147.84560000000056,98.34799999999814,108.44019999999728,103.39410000000498
2026-07-08,RH2m,91.0,8.564999999999998,8.0933,7.746899999999997,7.135000000000005,8.418499999999995,10.1113,8.135099999999994,8.554900000000004,8.344999999999999
2026-07-08,TMP2m,27.2,2.1446000000000005,1.003,2.940200000000001,1.577300000000001,1.4666999999999994,2.136099999999999,2.029299999999999,1.726700000000001,1.878
2026-07-09,PRmsl,99780.0,445.8089999999938,401.8353000000061,310.5121999999974,248.9533999999985,680.8028000000049,90.74719999999796,386.0522000000056,279.6695999999938,53.19130000000587
2026-07-09,RH2m,91.0,10.159599999999998,5.608999999999995,7.259100000000004,2.659700000000001,3.149100000000004,7.021799999999999,7.675899999999999,4.276899999999998,5.976399999999998
2026-07-09,TMP2m,26.4,8.0597,2.816200000000002,1.794900000000002,2.7562,2.783300000000001,2.1273000000000017,4.223600000000001,2.555600000000002,3.389600000000001
2026-07-10,PRmsl,99880.0,17.609599999996135,24.23159999999916,63.37609999999404,113.69310000000404,37.81819999999425,13.328999999997905,23.332699999999026,20.84859999999753,22.09070000000065
2026-07-10,RH2m,81.0,3.0073000000000008,4.058099999999996,3.9428999999999945,5.545000000000002,4.6387,3.132400000000004,3.669399999999996,4.438699999999997,4.054100000000005
2026-07-10,TMP2m,29.3,3.6045000000000016,1.3783999999999992,0.1021999999999998,1.5200999999999991,1.3670000000000009,1.7222000000000008,1.6950000000000005,1.5364000000000004,1.6157000000000004
2026-07-11,PRmsl,99760.0,189.61789999999743,152.17690000000584,124.5792999999976,55.08999999999651,203.14359999999576,174.43420000000333,155.45799999999872,144.2225999999937,149.8402999999962
2026-07-11,RH2m,76.0,2.0172000000000025,2.8438000000000017,2.9231999999999942,4.423000000000002,4.6791999999999945,1.585099999999997,2.594700000000003,3.5623999999999967,3.0785999999999945
2026-07-11,TMP2m,30.8,1.4467999999999996,1.2531,0.536999999999999,0.8786000000000023,1.1646999999999998,1.532,0.7210000000000001,1.1918000000000006,0.956400000000002
2026-07-12,PRmsl,99600.0,179.38640000000305,181.5130000000063,169.67759999999544,117.98919999999634,251.361699999994,207.2164000000048,176.85899999999674,192.18910000000324,184.5240000000049
2026-07-12,RH2m,69.0,7.714600000000004,7.203900000000004,7.090599999999995,9.234700000000004,10.520600000000002,7.1777000000000015,7.336299999999994,8.977599999999995,8.156999999999996
2026-07-12,TMP2m,31.8,1.7942999999999998,1.086500000000001,0.291800000000002,0.7481000000000009,1.154600000000002,1.436600000000002,1.057500000000001,1.113099999999999,1.0853000000000002
